2.279636e-01	5.314205e-02	2.492035e-01	-1.327581e+00	2.111988e+00	6.694894e-02	-3.860200e-01	-4.165885e-01	-1.704490e+00	-1.416889e-01
-1.189654e+00	-4.835571e-01	-2.035404e-01	-1.515405e+00	6.532441e-01	1.559606e+00	-1.379021e+00	2.345290e-01	-6.038377e-01	-6.685154e-01
3.212312e-01	7.089370e-01	-5.177912e-01	-2.079040e-01	2.543104e-01	8.512782e-01	-8.259236e-02	1.783258e+00	4.305959e-01	1.177086e+00
3.893219e-01	1.089484e+00	-1.867618e+00	-1.593669e+00	-9.615389e-02	1.272315e+00	-1.627365e-02	7.332166e-01	-1.923154e-01	-7.086512e-01
1.871429e+00	1.330760e+00	-1.254038e+00	-3.330121e-02	2.299326e-01	1.497391e-01	5.958490e-01	-5.732857e-01	4.017564e-01	-1.106325e+00
7.834533e-01	-2.762586e-01	4.304413e-01	1.265316e+00	-9.325159e-01	-5.129098e-01	6.861175e-01	1.460361e+00	1.169834e+00	3.126282e-01
1.918983e-01	-4.236046e-01	2.254612e-01	5.385271e-01	-2.338811e-01	4.069327e-01	-1.173421e+00	5.705813e-01	-2.663318e+00	-2.215104e+00
4.740126e-02	-4.465686e-01	6.571202e-01	4.292961e-01	9.142723e-01	-9.008142e-01	3.216398e-01	-1.669642e-01	1.343292e+00	1.685961e+00
-1.908858e+00	-1.514056e+00	-1.054858e+00	-1.850072e-01	1.438358e+00	-8.478662e-01	-1.114489e+00	3.442913e-01	-4.818871e-01	-5.863748e-01
-2.300884e-01	7.871683e-01	-1.003978e+00	7.093410e-01	2.915944e-01	-2.892105e-01	2.077154e+00	4.022491e-01	-5.347341e-01	-1.803970e+00
6.397188e-01	6.050246e-01	1.383087e+00	-7.913311e-01	1.568293e+00	-2.525318e+00	-3.085219e-01	3.306041e-01	4.374792e-01	9.649329e-02
-5.992048e-01	-6.790957e-01	7.043476e-02	-3.799808e-01	-4.257431e-01	-1.032154e+00	7.181878e-01	-2.311389e-01	1.295491e+00	6.807674e-02
-4.846126e-01	-5.532872e-01	6.299889e-01	3.905458e-01	-1.818676e+00	-7.709566e-01	-1.865577e-01	2.806047e-01	-3.849062e-02	5.345058e-01
-2.254242e-01	-1.014800e+00	1.592218e+00	9.443381e-01	-1.239891e+00	7.693016e-01	-1.191932e+00	4.977859e-02	-1.002230e+00	-1.732832e+00
-2.594637e-01	-1.290717e+00	7.428067e-02	1.890799e+00	7.097745e-01	-4.577046e-01	2.273073e+00	2.273190e-01	5.350767e-01	9.059842e-01
-1.340507e+00	-1.103522e+00	-2.924572e-01	2.436111e-01	-3.307797e+00	3.722414e-01	-8.033079e-01	5.160919e-01	6.436047e-01	-1.894036e+00
1.215052e+00	-6.332139e-01	-1.322404e+00	-1.235843e-01	-1.818477e+00	1.066856e+00	4.754432e-01	-3.178199e-01	-1.108436e+00	-5.128485e-01
7.744207e-01	5.835277e-02	4.554482e-01	7.085148e-01	8.819536e-01	-2.380594e-01	1.479101e-01	-1.177116e+00	-2.497682e+00	-2.178233e+00
-2.034295e+00	6.225696e-01	-3.586767e-01	8.318364e-01	4.729459e-01	7.927815e-01	3.348623e-01	-1.113574e+00	1.288962e+00	1.429695e+00
4.442772e-01	-2.839343e-01	-6.072356e-01	1.844309e-01	7.990967e-01	-6.916128e-01	-4.300878e-01	-4.547543e-01	1.152707e+00	-1.437768e-01
-6.218053e-01	-9.256121e-01	-2.601139e-01	-1.282759e+00	-4.265932e-01	-3.107241e-02	-7.182131e-01	-9.373031e-01	-2.212333e+00	-6.808518e-01
